etablissement,type,lieu,latitude,longitude,xmin,ymin,xmax,ymax
BRASSERIE BERTRAND,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.87003,2.330308,2.293634,48.850865,2.333993,48.877448
MONTAUK,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869368,2.331835,2.293634,48.850865,2.333993,48.877448
SUSHI KIM,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869253,2.332102,2.293634,48.850865,2.333993,48.877448
JAOUEN ET COMPAGNIE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869136,2.329221,2.293634,48.850865,2.333993,48.877448
LE DUC D ALBRET,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867723,2.33303,2.293634,48.850865,2.333993,48.877448
EXKI  NATURAL  FRESH & READY,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867761,2.332862,2.293634,48.850865,2.333993,48.877448
CAPUCINES 14,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869136,2.329221,2.293634,48.850865,2.333993,48.877448
SOC LE ROYAL VENDOME,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86818,2.330961,2.293634,48.850865,2.333993,48.877448
HARRY S NEW YORK BAR,Débits de boissons,Invalides-Pont Alexandre-III,48.869253,2.332102,2.293634,48.850865,2.333993,48.877448
LA PASCADE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86972,2.33132,2.293634,48.850865,2.333993,48.877448
SOC LA COLOMBE CAFE,Débits de boissons,Invalides-Pont Alexandre-III,48.868425,2.330587,2.293634,48.850865,2.333993,48.877448
LE PETIT VENDOME,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86877,2.329729,2.293634,48.850865,2.333993,48.877448
NEO SHANGHAI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86816,2.332712,2.293634,48.850865,2.333993,48.877448
THE WINE GALLERY LQV,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867761,2.332862,2.293634,48.850865,2.333993,48.877448
LE JOYAU VENDOME,Débits de boissons,Invalides-Pont Alexandre-III,48.868101,2.331306,2.293634,48.850865,2.333993,48.877448
VOLNEY'S,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869716,2.330133,2.293634,48.850865,2.333993,48.877448
FINAL FLASH,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869808,2.331116,2.293634,48.850865,2.333993,48.877448
"NANAUMI",Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869716,2.330133,2.293634,48.850865,2.333993,48.877448
MG CASANOVA,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867761,2.332862,2.293634,48.850865,2.333993,48.877448
SINEMA,Débits de boissons,Invalides-Pont Alexandre-III,48.869287,2.33232,2.293634,48.850865,2.333993,48.877448
L&L FOODTECH,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869974,2.330731,2.293634,48.850865,2.333993,48.877448
TYAA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869106,2.332441,2.293634,48.850865,2.333993,48.877448
BABA KIFTA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869287,2.33232,2.293634,48.850865,2.333993,48.877448
TIBO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869057,2.329334,2.293634,48.850865,2.333993,48.877448
CHEF ZHANG QIANG,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.87029,2.331198,2.293634,48.850865,2.333993,48.877448
CAI & CAI,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869455,2.33193,2.293634,48.850865,2.333993,48.877448
CULLIMARKET,Restauration de type rapide,Invalides-Pont Alexandre-III,48.868989,2.33115,2.293634,48.850865,2.333993,48.877448
SASU ITALDAB,Restauration de type rapide,Invalides-Pont Alexandre-III,48.868989,2.33115,2.293634,48.850865,2.333993,48.877448
HANDO VENDOME,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867973,2.331947,2.293634,48.850865,2.333993,48.877448
SAINT HONORE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866741,2.328031,2.293634,48.850865,2.333993,48.877448
CALDE AND CO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866281,2.325328,2.293634,48.850865,2.333993,48.877448
ICE COLD CAFE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.865768,2.328006,2.293634,48.850865,2.333993,48.877448
VOG CAFE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.864982,2.330405,2.293634,48.850865,2.333993,48.877448
ZAPPELLINI IGNACIO ACAI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
FROGPUBS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.868855,2.329611,2.293634,48.850865,2.333993,48.877448
GESTION DE SITE ET RESTAUR EN CONCESSION,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857348,2.323965,2.293634,48.850865,2.333993,48.877448
D'CHEZ EUX,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.853425,2.309239,2.293634,48.850865,2.333993,48.877448
THOUMIEUX,Débits de boissons,Invalides-Pont Alexandre-III,48.85955,2.308855,2.293634,48.850865,2.333993,48.877448
THOUMIEUX,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.859767,2.308746,2.293634,48.850865,2.333993,48.877448
CAFE DES OFFICIERS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.854324,2.30641,2.293634,48.850865,2.333993,48.877448
ASS ENTRAIDE PERSONNEL MINISTER EDUC NAT,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857239,2.318459,2.293634,48.850865,2.333993,48.877448
TANDINH,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858728,2.326814,2.293634,48.850865,2.333993,48.877448
METROPOLE ECO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.856292,2.317167,2.293634,48.850865,2.333993,48.877448
HOI CHANG,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860732,2.305765,2.293634,48.850865,2.333993,48.877448
SAINT DOMINIQUE,Débits de boissons,Invalides-Pont Alexandre-III,48.859254,2.323496,2.293634,48.850865,2.333993,48.877448
CREP AND TEA,Restauration de type rapide,Invalides-Pont Alexandre-III,48.858114,2.301618,2.293634,48.850865,2.333993,48.877448
SEINO VISION,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.861719,2.296515,2.293634,48.850865,2.333993,48.877448
MUSIAM PARIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86178,2.29869,2.293634,48.850865,2.333993,48.877448
BRASSERIE LE BOURBON,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860639,2.318894,2.293634,48.850865,2.333993,48.877448
LE VERDOIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.855731,2.308025,2.293634,48.850865,2.333993,48.877448
STE DE RESTAURATION LE DIVELEC,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.861061,2.311214,2.293634,48.850865,2.333993,48.877448
BRASSERIE DE L'ESPLANADE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858287,2.311054,2.293634,48.850865,2.333993,48.877448
RESTAURATION PARISIENNE GASTRONOMIQUE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.855711,2.317106,2.293634,48.850865,2.333993,48.877448
LES DEUX ABEILLES,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860805,2.300589,2.293634,48.850865,2.333993,48.877448
S.M.,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.861811,2.321529,2.293634,48.850865,2.333993,48.877448
CAFE LIGNAC,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858114,2.301618,2.293634,48.850865,2.333993,48.877448
LA SCALA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.856047,2.324941,2.293634,48.850865,2.333993,48.877448
LA BONBONNIERE DE MARIE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.854893,2.302353,2.293634,48.850865,2.333993,48.877448
CONTINENTAL CIRCUS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863126,2.313864,2.293634,48.850865,2.333993,48.877448
PLATANOS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.859895,2.307616,2.293634,48.850865,2.333993,48.877448
M.L.P.,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.8579,2.32245,2.293634,48.850865,2.333993,48.877448
PARIS ORSAY,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.859834,2.325079,2.293634,48.850865,2.333993,48.877448
MORTERRE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.85714,2.302233,2.293634,48.850865,2.333993,48.877448
MASTER'S BAR,Débits de boissons,Invalides-Pont Alexandre-III,48.8591,2.30484,2.293634,48.850865,2.333993,48.877448
US FOOD,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858226,2.303767,2.293634,48.850865,2.333993,48.877448
US FOOD,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857414,2.304894,2.293634,48.850865,2.333993,48.877448
DELCHET VIZET,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858256,2.309831,2.293634,48.850865,2.333993,48.877448
LE CHAMP DE MARS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857966,2.299911,2.293634,48.850865,2.333993,48.877448
BACH HOA LIEN,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.856763,2.317326,2.293634,48.850865,2.333993,48.877448
A.C.L.A.,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.856934,2.300991,2.293634,48.850865,2.333993,48.877448
A.C.L.A.,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.856817,2.301173,2.293634,48.850865,2.333993,48.877448
SAMO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.856629,2.306949,2.293634,48.850865,2.333993,48.877448
LA BOULANGERIE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.857662,2.3290130000000002,2.293634,48.850865,2.333993,48.877448
LE TRANSIT GARE INVALIDES,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863126,2.313864,2.293634,48.850865,2.333993,48.877448
TAVOLA DEL LEDEN,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860412,2.309462,2.293634,48.850865,2.333993,48.877448
SOREGAL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.851792,2.317793,2.293634,48.850865,2.333993,48.877448
GOA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.856967,2.302357,2.293634,48.850865,2.333993,48.877448
SARL LAO TSEU,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.85638,2.325086,2.293634,48.850865,2.333993,48.877448
LA MONTALBANAISE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858198,2.301849,2.293634,48.850865,2.333993,48.877448
HABBOUBI PIZZA,Restauration de type rapide,Invalides-Pont Alexandre-III,48.856444,2.302582,2.293634,48.850865,2.333993,48.877448
FU KUI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.861059,2.309331,2.293634,48.850865,2.333993,48.877448
THE CAFE MALAR,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.859562,2.306442,2.293634,48.850865,2.333993,48.877448
TOUR FOOD,Restauration de type rapide,Invalides-Pont Alexandre-III,48.854259,2.306961,2.293634,48.850865,2.333993,48.877448
LE PARIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.85451,2.306228,2.293634,48.850865,2.333993,48.877448
SOGO,Restauration de type rapide,Invalides-Pont Alexandre-III,48.859807000000004,2.300157,2.293634,48.850865,2.333993,48.877448
SOC FAIT BRUEL ET DELMAS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857789,2.306074,2.293634,48.850865,2.333993,48.877448
IL SUPPLI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.85506,2.320126,2.293634,48.850865,2.333993,48.877448
THY TIME,Débits de boissons,Invalides-Pont Alexandre-III,48.855965,2.325149,2.293634,48.850865,2.333993,48.877448
LINETTE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860046,2.300646,2.293634,48.850865,2.333993,48.877448
LA 144,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.861238,2.310099,2.293634,48.850865,2.333993,48.877448
LA 144,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860974,2.310459,2.293634,48.850865,2.333993,48.877448
SAK,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.851808,2.310462,2.293634,48.850865,2.333993,48.877448
LE DIPLOMATE,Débits de boissons,Invalides-Pont Alexandre-III,48.857523,2.300602,2.293634,48.850865,2.333993,48.877448
LE MARGHERITA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.85804,2.322933,2.293634,48.850865,2.333993,48.877448
BISTROT DING,Restauration de type rapide,Invalides-Pont Alexandre-III,48.858045,2.299262,2.293634,48.850865,2.333993,48.877448
SOCIETE EVANGELISTA,Restauration de type rapide,Invalides-Pont Alexandre-III,48.859543,2.324017,2.293634,48.850865,2.333993,48.877448
VEROLA RESTAURATION,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860825,2.30572,2.293634,48.850865,2.333993,48.877448
A.D.C,Restauration de type rapide,Invalides-Pont Alexandre-III,48.86109,2.296763,2.293634,48.850865,2.333993,48.877448
DAFU,Restauration de type rapide,Invalides-Pont Alexandre-III,48.860037,2.307534,2.293634,48.850865,2.333993,48.877448
COJEAN,Restauration de type rapide,Invalides-Pont Alexandre-III,48.857613,2.327792,2.293634,48.850865,2.333993,48.877448
PIERRE HERME FRANCE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857608,2.317057,2.293634,48.850865,2.333993,48.877448
SAS METROPOL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.855947,2.308344,2.293634,48.850865,2.333993,48.877448
DAI CHEN,Restauration de type rapide,Invalides-Pont Alexandre-III,48.856329,2.306535,2.293634,48.850865,2.333993,48.877448
GOUBERT JP GAGNEROT FRANCOISE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857711,2.300502,2.293634,48.850865,2.333993,48.877448
LE PETIT TROQUET,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857144,2.303229,2.293634,48.850865,2.333993,48.877448
JDS HOLDING,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858698,2.309871,2.293634,48.850865,2.333993,48.877448
3C,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.85172,2.31046,2.293634,48.850865,2.333993,48.877448
FRANKAL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858472,2.322906,2.293634,48.850865,2.333993,48.877448
LR EVENEMENT,Restauration de type rapide,Invalides-Pont Alexandre-III,48.851595,2.310656,2.293634,48.850865,2.333993,48.877448
JEEP TRANSPORTO,Débits de boissons,Invalides-Pont Alexandre-III,48.851023,2.309666,2.293634,48.850865,2.333993,48.877448
ASIA KITCHEN,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.862322,2.309413,2.293634,48.850865,2.333993,48.877448
CAFE SIRENE FRANCE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.859628,2.307615,2.293634,48.850865,2.333993,48.877448
ASSOCIATION FOYER AMERICAIN UNIVERSITY,Restauration de type rapide,Invalides-Pont Alexandre-III,48.85789,2.308064,2.293634,48.850865,2.333993,48.877448
SARL LES CROQUIGNOLLES,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860302,2.305974,2.293634,48.850865,2.333993,48.877448
P.A.P,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86106,2.309192,2.293634,48.850865,2.333993,48.877448
SUSHI SHOP RESTAURATION,Restauration de type rapide,Invalides-Pont Alexandre-III,48.859592,2.306608,2.293634,48.850865,2.333993,48.877448
SARL LE QUAI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.861598,2.32225,2.293634,48.850865,2.333993,48.877448
XIAOKUN,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858806,2.328559,2.293634,48.850865,2.333993,48.877448
VILLA THAI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860258,2.310393,2.293634,48.850865,2.333993,48.877448
SOC DE GERANCE DU FONDS LA CROQUE AU SEL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858342,2.302248,2.293634,48.850865,2.333993,48.877448
F B,Restauration de type rapide,Invalides-Pont Alexandre-III,48.859534,2.306988,2.293634,48.850865,2.333993,48.877448
LE VERNEUIL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858617,2.32687,2.293634,48.850865,2.333993,48.877448
D.Z.,Restauration de type rapide,Invalides-Pont Alexandre-III,48.857389,2.30599,2.293634,48.850865,2.333993,48.877448
SCIBETTA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.859254,2.323496,2.293634,48.850865,2.333993,48.877448
VERAMENTE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.859402,2.301196,2.293634,48.850865,2.333993,48.877448
LES FABLES DE LA FONTAINE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857658,2.30288,2.293634,48.850865,2.333993,48.877448
LES FABLES DE LA FONTAINE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858342,2.302248,2.293634,48.850865,2.333993,48.877448
SAVEUR D ASIE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.857861,2.300916,2.293634,48.850865,2.333993,48.877448
LE CAFE SUEDOIS,Restauration de type rapide,Invalides-Pont Alexandre-III,48.858498,2.318801,2.293634,48.850865,2.333993,48.877448
LE TERMINUS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.859104,2.329087,2.293634,48.850865,2.333993,48.877448
L EPEE DE BLE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.859452,2.323931,2.293634,48.850865,2.333993,48.877448
ONIWA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.856585,2.306749,2.293634,48.850865,2.333993,48.877448
GA SARL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.856283,2.317,2.293634,48.850865,2.333993,48.877448
IDEALI ORGANISATION,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860412,2.309462,2.293634,48.850865,2.333993,48.877448
CAFE DE L'ALMA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860928,2.301457,2.293634,48.850865,2.333993,48.877448
LA FONTAINE DE MARS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858483,2.30264,2.293634,48.850865,2.333993,48.877448
AL DENTE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.854189,2.323306,2.293634,48.850865,2.333993,48.877448
CIBLIX,Restauration de type rapide,Invalides-Pont Alexandre-III,48.860102,2.297484,2.293634,48.850865,2.333993,48.877448
MUSIAM PARIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86045,2.325696,2.293634,48.850865,2.333993,48.877448
AU PIED DE FOUET,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.85166,2.318552,2.293634,48.850865,2.333993,48.877448
IL SOR,Restauration de type rapide,Invalides-Pont Alexandre-III,48.859351,2.297913,2.293634,48.850865,2.333993,48.877448
GAYA RIVE GAUCHE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.856627,2.326671,2.293634,48.850865,2.333993,48.877448
STE EXPLOIT  RESTAUR  JARDIN INTENDANT,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857615,2.318952,2.293634,48.850865,2.333993,48.877448
GRESINI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.85885,2.298531,2.293634,48.850865,2.333993,48.877448
FELICITA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.858154999999996,2.301731,2.293634,48.850865,2.333993,48.877448
GRESINI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.857494,2.305557,2.293634,48.850865,2.333993,48.877448
NEW JAWAD,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860211,2.300697,2.293634,48.850865,2.333993,48.877448
